Task_ID,Task_Length_MIPS,Task_Deadline,Data_Upload_Size_MB,Data_Download_Size_MB,VM_ID,VM_MIPS,VM_Memory_GB,VM_Bandwidth_MBps,Resource_Type,Task_Priority,Execution_Time_S,Waiting_Time_S,Completion_Time_S,Energy_Consumption_J,Scheduling_Algorithm,Makespan_S,Response_Time_S,Execution_Cost_$,Degree_of_Imbalance,Storage_Utilization,Path_Load
11,2185,96.59101866893171,85.11657371473406,45.60638860737322,20,2512,32,500,Cloud,1,86.35755527252053,17.23259911577087,130.26161320168728,0.23988137935575338,SA-ACO,160.72904690482574,6.868670117487323,122.85551863490134,1.6400623635978593,0.6460173445078381,0.7222498538875662
12,1269,121.77486915545684,73.21058996022654,27.64728200795593,11,5738,8,50,Cloud,1,36.1264248146891,2.8790729383839553,162.7372661387413,0.30994924523228884,SA-ACO,73.07111106357823,23.412426039075417,178.1318123456067,1.4311868577615428,0.7290084964751673,0.7592721850831456
13,7449,23.781648257544934,94.64519871160701,5.398730278903694,15,1391,8,200,Edge,2,119.67307824314396,11.007579674507152,43.91068603418961,0.7284827230839497,HMFO,693.2795354900301,36.56347288712246,163.306067855205,1.5165074408784855,0.7419698966487254,0.5069407696329193
14,2933,26.19763554319662,70.87935606658257,22.864631548956318,13,3621,32,200,Cloud,3,88.7356930134113,7.3250276138330825,98.06216025916548,2.7673920631701483,SA-ACO,526.034411632005,38.07436080797514,196.3236156189136,1.2703415018963164,0.8554161680345758,0.5373605236141134
15,5811,100.24859896886291,94.33813036490763,5.385755697253188,3,7176,4,500,Cloud,1,38.31304256931914,7.632036617260496,75.15983120292604,0.4677086432621347,SA-ACO,654.1666623913844,7.706105857470591,125.88563034382996,1.4113735401002634,0.867961394353153,0.6282155172324079
16,5551,166.99794377629223,57.678692790641676,73.38465382829655,14,1920,32,500,Fog,2,131.27378175343944,15.161623482206078,69.86601502573288,2.2680488286318736,G_SOS,588.709244821364,56.02884174109908,103.11455038127234,1.6557209023218455,0.8114521165387334,0.5598346725468628
17,6920,179.34299816736174,62.02076805088709,45.42575828351396,8,6719,8,200,Edge,1,119.76332959668814,9.4999926951438,50.351299424560324,2.6144271102448235,HMFO,321.38525908117344,8.002365443106935,171.46933655630562,1.777056757419065,0.7519429903634364,0.6423347287494455
18,1684,35.60718216721524,97.81225018949479,34.694599072396535,9,7041,32,100,Fog,2,143.1821861195774,8.679266494260723,162.50943617594015,2.644810963462894,SA-ACO,608.2739318681838,16.945552926430942,123.57974915914755,1.9282641038534627,0.9329775552219284,0.6844120101181506
19,5055,116.9053583781841,66.00226895210474,77.36348465404285,15,3457,16,500,Cloud,1,10.087947004968829,29.040568828393376,89.31092115983424,1.308570896242552,SA-ACO,558.7950104523876,28.787756443368835,123.46719695047005,1.3854035861333396,0.8108702335788127,0.6470532644137699
20,3885,184.38134353026868,7.9247240417709275,84.08624358886628,23,4600,16,100,Fog,2,73.9963726075911,17.51875878434726,102.49191400220859,1.5362590314486937,G_SOS,208.96477520236667,57.01087877549793,201.68877098750608,1.836343259234324,0.9130602702273352,0.7038047656639371
21,6896,89.83509579161955,73.7612637798997,97.6534561717386,18,6210,4,50,Edge,2,149.97778206970904,7.853364877909131,60.591264954378545,1.0374216814268147,SA-ACO,450.43172521893416,59.517785652776,138.81563856394828,1.2196314775243264,0.95228616991432,0.5057500747759949
22,9166,169.32184965710636,91.01952575305448,65.99129054414792,8,5508,8,50,Fog,3,123.56630837605341,8.276082770103262,173.87039737375608,0.5272987306427509,SA-ACO,239.92160478567345,5.019347260549152,225.99830811130624,1.9150563099929427,0.7606852911012874,0.6625079659551389
23,9774,44.06521779189852,80.58012373046103,48.845251061304914,11,7442,16,500,Cloud,3,126.38005846003983,24.33084339917763,115.84965054304215,0.7152966971329046,SA-ACO,192.93151817769714,17.348365168343413,177.21099756270465,1.6758010481646837,0.7104916822616023,0.7159826133289648
24,3058,188.37100814020377,60.46416089941515,34.00010865270641,5,2788,16,500,Cloud,3,96.95854478168448,26.594274756663008,15.114539511169287,0.4908769120088077,HMFO,92.10757320256735,32.57427949794969,191.2121096829102,1.876597499698303,0.7413674579155164,0.7989935792289504
25,8349,155.25619715563448,68.77383374388404,26.120229875351498,15,7216,4,200,Edge,1,109.80595129165327,20.370936156615354,59.20225669231156,1.2818145776850998,SA-ACO,397.57238007535415,43.19175823735199,148.13586842824046,1.404158010713661,0.6314434358264992,0.5315633645266774
26,2547,189.4401907016423,99.06821997890881,25.227965295847117,15,1260,8,50,Fog,1,122.74567622970511,12.943404735444709,179.8923526096916,0.5940021918567081,SA-ACO,297.7863234004592,41.12104473908258,133.5722387562684,1.4984089514569032,0.7331501971573249,0.5034879775169517
27,3247,141.79110203945118,13.61289840838714,43.87299059838088,7,7833,8,500,Fog,2,22.91929066286602,22.93722032066228,175.83784593403604,1.2698622116770064,SA-ACO,96.28598604079195,18.83309694971178,123.84511631936763,1.2776717886908626,0.7924142969107592,0.5872072346077608
28,9667,85.41270775989686,68.38825872015775,99.21970375235333,21,3013,4,200,Cloud,2,106.96128170550216,28.12145674103815,104.86171863836475,2.5684484733459993,G_SOS,513.5514385788715,15.863248516001855,206.0622932122822,1.2630974111341127,0.6782312991499118,0.5986389662097364
29,689,188.87261105445003,31.922780984206412,5.0811012565533105,18,2335,8,100,Fog,2,124.15713400458344,4.986017020989232,108.07934956388692,1.9980953217134478,SA-ACO,516.6662383518908,5.78506455360802,203.36942767259586,1.86116942699273,0.6676527992657082,0.7424554374917277
30,3234,69.60201973565214,65.80858767568616,23.734560236945075,12,6054,32,200,Cloud,1,15.721210275912892,25.85116944949562,163.76210195372005,2.0219801622773703,SA-ACO,193.77659957048073,51.357293788529205,173.90151489493178,1.4375956738709843,0.7204584594840665,0.5754772047688018
31,3505,79.79105397111186,62.72423970897418,22.897333328339514,12,6944,8,50,Cloud,2,51.587445273767976,25.46467855028893,131.91338017541506,2.4544116241338343,HMFO,670.8105055291365,25.833836328147406,217.19637871717924,1.4821095444652013,0.638258428523807,0.5738834111834975
32,5158,146.14551524031327,19.578399050275397,73.12635112556777,4,7134,8,200,Edge,1,55.36162622359792,10.99505887070003,168.81570373507284,0.21946117119021663,SA-ACO,552.9455964816193,52.53874356517097,220.38879772505382,1.6244778403219307,0.7873848270444729,0.7611320935212283
33,2399,157.75693391456952,24.64093134532272,38.486049121815874,11,7875,32,200,Cloud,2,129.64153533934734,8.753583281603145,94.05694077219877,2.404081594853455,SA-ACO,571.1114089158763,22.803827112685394,166.326948533828,1.7365393681191073,0.8414813677856412,0.6287428639900563
34,8234,187.29262709284768,64.05480991410528,48.43977643622296,21,7828,4,500,Cloud,1,119.24919454356142,16.959304382354624,176.02361831202924,0.6694116422097011,SA-ACO,40.45032081838887,46.58191335286004,197.67323293592216,1.2373128494646572,0.8235784978046855,0.6973891042453004
35,1767,56.86443363011771,17.18184499385854,19.119292394640972,6,6284,16,200,Edge,3,101.89900592817092,8.168813367233952,104.02571450655816,1.103188023348098,SA-ACO,685.7254391205785,8.831358316792896,236.81571706252393,1.6593831671627186,0.7064851599039228,0.5624117191663127
36,2028,163.6396463394603,30.19218313738067,43.47471869331003,21,7983,16,50,Cloud,1,122.6612453180016,4.361319158999882,121.3984299258734,0.9933241883066538,G_SOS,693.5748866540173,49.629241360086894,112.21758492472961,1.688048941703534,0.927056082719799,0.6806467903562241
37,4056,152.93828961145343,84.34832703511023,14.803982131054424,10,1334,16,200,Fog,3,73.48015809207926,28.59236716750876,28.623532052052173,0.4064010889251841,SA-ACO,373.779959350124,54.0056792489885,101.81937529177844,1.8803060546993176,0.64168954562842,0.768360470041124
38,4390,31.483020125647617,36.07369307015567,55.6391123494154,15,3779,16,200,Fog,3,132.48328264229553,14.740973702802785,115.91896569007656,0.6037587708063946,HMFO,690.0808775571264,19.568418748476894,171.00423893388756,1.3237120062738004,0.6005937469861167,0.7194080579128337
39,9338,89.70016541783725,51.36571484561798,14.304144711371315,1,1803,16,50,Edge,3,42.79021803443026,14.167682512806847,141.68303117227276,2.8734068709901974,HMFO,443.23713979085437,12.80257234681625,149.7609389378517,1.5602274232835176,0.6510998739587042,0.5418629297442517
40,5893,70.89778227081774,94.40833183885482,80.09829621144985,17,3437,4,100,Edge,3,108.64076340997934,3.783094344722321,87.48521714592081,1.8407895447165443,SA-ACO,126.70030170517744,15.787966809027344,113.0509962531602,1.5793672934826002,0.8750982831802441,0.5394946702280504
41,9292,74.80827638372547,26.579163439509898,58.8271631663465,3,3807,16,100,Fog,1,43.84516586832566,15.124585957005626,97.90230463809844,1.474518107753973,HMFO,577.0204082575738,52.72815453739564,122.46530660000064,1.878043777084798,0.8996841838503744,0.5305523193348168
42,8933,196.93043831984616,42.014471649010986,73.77694800848411,25,6067,16,50,Cloud,2,15.580676277515108,22.284990461837037,79.89902448766858,2.2976048693213893,SA-ACO,407.4522271023471,20.7413157767547,138.62481881275656,1.4899812148805602,0.8912336613236537,0.7757032218485308
43,8013,135.69993442638702,62.613488676636834,44.759056732004964,11,6190,4,100,Cloud,3,49.78117357476945,7.441389105079724,174.8918487000398,2.459844189562704,G_SOS,264.59583856451934,17.72449742066443,114.90941352240674,1.2648337410740023,0.7232468848140704,0.6829334114037424
44,3112,149.1817084028299,76.75719830287736,41.2416728580116,18,1940,4,200,Edge,1,79.006955988688,11.06665971543552,93.64299899290283,0.4197622763260854,SA-ACO,194.35207047003192,58.838568388224715,147.86194112067696,1.681003082198134,0.9324493307708934,0.5052149732137335
45,7541,195.79117471670165,90.65707173770699,14.329844459642041,10,4163,32,500,Cloud,2,128.08104210996413,5.367458657517891,35.82487179344095,2.2486257048459035,SA-ACO,381.5098181922278,41.85061126085272,119.91998884880175,1.7295639108582899,0.9380090785123063,0.7515744920202565
46,6735,87.89632084237496,91.96993381948394,54.76628266906815,21,1902,16,50,Fog,2,81.23990850652999,10.652271392483621,19.76391016837727,2.803949961615806,SA-ACO,495.9388586376993,50.772377361997165,193.70409563588942,1.6659204790593576,0.9116383333991502,0.5979588020392029
47,5986,164.33123032150507,78.78080706539917,53.87770566142374,9,4432,8,200,Cloud,2,35.08108436023289,25.83844650001673,142.4574175165107,1.7977646371306522,SA-ACO,618.5789314358859,46.0880034742345,204.49354509531867,1.5918982473701284,0.8800735555799944,0.7028776647360552
48,7599,98.21557339480917,26.69142947636449,49.469694222712505,7,2268,32,500,Cloud,3,148.98723593996118,7.11180212336704,105.3660199920492,1.8810551593151912,HMFO,434.29877333372616,25.570751466859576,216.32350213984932,1.370509375628145,0.9196068740514625,0.7555571050097167
49,1275,176.51606092669635,7.356886354043751,75.34924464483268,11,1023,16,200,Cloud,2,47.8102295172874,0.8862479405095125,15.457133385363472,2.624181141296693,SA-ACO,312.924155523153,52.45105115505991,230.46489693772162,1.6309019848552404,0.8501587933313026,0.726168016542481
50,8726,52.51835743603457,41.45852338378426,84.08791800307368,8,5652,32,50,Cloud,1,147.94126151377407,16.086695676369224,78.11623516517909,2.0704994222364044,HMFO,456.4727845250669,37.34929873473791,100.46467555335697,1.2288696564298485,0.9663725584537504,0.7464900194939281
51,3652,190.58351187157032,18.447140843843215,76.32501912010827,2,3748,32,200,Edge,3,141.08685541115136,17.384767640419312,165.8181295763763,2.9862757838217817,HMFO,366.98715794735335,41.15681284506868,126.45987650117814,1.6533940176835726,0.8394219825387788,0.7412779847328084
52,2085,59.37890751395834,72.48682650663832,18.667245566650166,5,3450,8,50,Edge,1,85.94181120969004,9.867321726282897,171.37956279861322,0.9198115444669988,SA-ACO,469.61909386958047,22.93429351477875,222.19871799544273,1.591276481021159,0.6627537982203733,0.5447342012722936
53,4443,78.71969125656767,67.8074057484431,64.09565338180028,9,2396,16,200,Fog,3,22.874831569839827,19.247062274391002,23.837275977034146,2.5518936760095854,SA-ACO,441.13899847329463,58.96401353404278,104.57332783709022,1.9620999485196138,0.6693956943118008,0.6162985827781456
54,8055,156.1146021392205,9.17730595403821,12.630695040505671,1,4357,16,500,Fog,3,107.35807360362651,1.137060814164269,35.36469826026687,1.8759867405438329,G_SOS,685.888374115004,52.003103147020326,199.8161930423438,1.455962846749683,0.7636428243751362,0.7742935475757167
55,3573,90.87592548177321,84.47640901744036,70.98911730684527,17,4904,32,500,Fog,3,128.400472616834,10.217212734777455,15.803606930575134,1.160633067699315,HMFO,449.92723004088737,13.146293849752322,127.11351739305513,1.2174050958596994,0.8733954083065968,0.5281340786678977
56,1521,129.4780478179604,28.630610297662315,41.27471417330703,10,3488,16,500,Edge,2,72.34215395513128,4.337156112422605,158.3311625230573,2.660873044713604,SA-ACO,495.4676441759501,16.21324267244009,175.96409975410972,1.8080932025640153,0.6533488442730243,0.7929336296511387
57,4343,100.02323019249712,46.06157217164901,17.58740084529723,8,6972,4,100,Edge,3,43.46566430842474,6.894182670642373,26.696227261210645,2.9891141427189956,SA-ACO,628.7586069685325,46.172103661895406,244.34591712975484,1.3341370306151537,0.6740063367055656,0.5679410706224189
58,8489,153.62658867616074,68.45370486829553,86.89483141273215,18,4666,8,200,Cloud,2,122.39538305977194,11.476031241733732,32.80352511628284,0.2677631695938594,SA-ACO,642.4200851674055,6.416347112082423,197.30475486032873,1.6355716345976758,0.6293257951002845,0.6853949627824263
59,7373,61.09962542634995,45.79478475096406,63.33079220869905,25,2757,8,200,Cloud,2,86.31089559463003,14.802317485144066,52.55773717983089,2.784015994332251,HMFO,131.2610237517638,23.449773446513653,155.23318853146296,1.3718669742428395,0.6636543869506015,0.598118010235935
60,6175,30.52243770263786,46.922341265994625,38.698871955015115,10,5977,32,500,Fog,1,37.668200674166904,2.7959842380486277,166.34617602148023,0.6890219076195176,SA-ACO,338.4189241733005,34.288519248047415,203.35060061830308,1.6315417493015691,0.6836459279418717,0.7948228535731414
61,661,73.98729154515192,11.234659556895336,7.919082066797456,9,2878,32,50,Edge,1,142.9354097354468,3.0395754588956967,128.55861120226953,0.6950452635288473,G_SOS,662.1132025064676,16.27011024679368,100.83430575550467,1.6648021214568107,0.8122463985061535,0.6573663106177013
62,4797,105.37555967631745,43.13713717970036,56.044474605343,4,6338,8,100,Fog,3,142.73375173592498,20.221345733830024,116.78542436162908,0.2210926666190564,SA-ACO,673.367139490676,53.0233120054766,242.5747925483002,1.7293672899230135,0.747606964778051,0.5448590903592067
63,1495,50.24360939468214,77.66054985589842,92.7064584561921,2,3532,16,200,Edge,2,61.38695428224186,12.12397208153109,144.46838943606906,2.7743444283728107,G_SOS,163.80147991986092,53.90974847184181,151.66690640332203,1.4983982290412987,0.6356492411097068,0.7540283651289024
64,8129,83.86351213814996,91.94175203272678,61.65608410672474,19,4514,32,200,Edge,2,18.960435279843615,5.2956585946410994,129.39194211101625,2.3022543129502777,HMFO,331.7323294916957,57.62653809656916,247.0174464922357,1.2488831078697158,0.66019892215864,0.620465607018283
65,9967,91.99694329284233,44.282228021020316,97.30680743885185,10,6337,8,100,Fog,2,98.31039483695929,7.047512398606131,138.07792541239536,0.2550026428972844,SA-ACO,222.46648684708842,13.048198980070424,201.46213963831315,1.6775219758556346,0.7975637252473899,0.7555930821577346
66,1516,30.330531863889238,45.240653553512495,17.962856235693557,17,4773,4,100,Edge,3,54.41174284168505,21.6016874424928,27.153312385164025,1.9372521072659907,SA-ACO,561.4674669219341,9.360814720071359,143.10263360207153,1.8916151690686396,0.6501192593906772,0.6330554879558455
67,8369,124.99530467315682,71.74957510074695,58.9889849365095,3,3078,8,500,Cloud,3,19.289736540006885,1.5527655909303872,112.31127391276448,0.44838987431343946,G_SOS,602.1348194725925,35.58519796371644,192.29003278575192,1.6203575057788404,0.8769796716872527,0.7799006076787087
68,6939,179.18181703483174,94.56334010500127,80.8218795606108,21,7465,32,100,Cloud,1,134.85289802559925,15.262293521117632,139.27920239722,2.279075142211406,HMFO,348.64068089627136,48.58381121374004,157.0374225043482,1.400199384792981,0.6362122249993762,0.5166476251094531
69,8392,47.31372433154944,30.37078932273922,54.926369456943036,19,6369,16,500,Fog,2,149.73628404403934,10.809637215535716,108.3336723549938,1.2862561445678489,G_SOS,485.2869250934125,21.008206796289052,196.4195954915952,1.530773581907603,0.6722682572018898,0.7950211726911288
70,7363,127.60544241227252,46.813699621104,13.651303818809897,19,5661,8,100,Cloud,1,59.056771919439456,24.33441435220052,16.94615410514648,0.25015281752592583,HMFO,613.9176811077913,18.253436214953183,218.5990987528367,1.6321969807315468,0.9328845383640141,0.6391917729070338
71,8416,139.65305688395233,80.6174581374686,60.37417014698568,22,3057,4,100,Cloud,2,114.26447687378737,23.703210582865,49.834781764675085,2.5052816022413276,G_SOS,507.7015634339854,33.47464230933973,170.61938860654942,1.270130346959916,0.8027578292138712,0.6107410496131155
72,9029,95.4802424754719,62.920889090533656,63.115101055034806,19,1677,16,200,Fog,1,19.207910919221487,20.676048958210405,173.87849951605347,1.7599984967848272,SA-ACO,141.55427019469607,31.513077173980488,133.3175801458272,1.6544683461800807,0.9758843604992121,0.51252087340734
73,1378,146.1975657255686,15.505702676575698,74.22737860515849,19,5946,32,500,Cloud,3,61.75876153834829,11.543512150523192,131.27461575198873,2.3413177180462093,G_SOS,509.338926801176,31.375250942070362,247.2179677279967,1.2874386404291545,0.6579488104553094,0.5683809214770223
74,9768,93.93167782838216,64.63460987841523,77.31509394072002,15,3974,16,100,Edge,1,25.225247246949706,18.93708809078942,128.60330864523786,2.056139468094105,SA-ACO,143.2230007648196,27.2902348588411,161.8970391028756,1.3422846606156844,0.6294310013072324,0.5937720307024597
75,5387,110.83471183593828,22.740897036746055,78.22340538000768,25,1284,8,100,Edge,1,17.748991202892316,19.19546239190393,123.94165290002096,1.359748906644771,SA-ACO,470.77950152707274,44.988164941936695,126.45818115329966,1.5144217012293297,0.6288311209713449,0.718448423120987
76,5359,21.323548019796856,53.47051373744839,68.02721739570177,18,3200,4,200,Fog,3,92.43074567132942,9.96599614799521,36.088320030232275,2.126132732651677,G_SOS,258.79927519414855,38.80799025652463,210.88199935794447,1.8394788880291688,0.9554299856236514,0.7092163076159353
77,6831,144.509620544244,55.26481042774166,25.502062709772524,17,6648,32,50,Fog,1,122.2843382532525,26.399246430410795,15.673658863670711,0.14278503664932207,HMFO,75.36570088424239,31.82984066618202,198.2919135377973,1.859041089913993,0.844421049493736,0.7656442582927132
78,9071,139.0416822100504,88.23931941137356,43.40239680475054,10,5466,8,200,Fog,2,73.41583515984087,29.545725944434277,87.70763248184076,1.0852389210478703,HMFO,187.93090459928675,44.638527206656555,222.4894712829855,1.4261019765563838,0.7280844404183786,0.7819133769933733
79,9184,26.91215791874202,48.93695603118162,78.73234739836788,24,7444,8,500,Cloud,3,83.38507546173464,9.433199143370533,88.31352679947622,2.3557748484780903,SA-ACO,348.0690255691468,19.39328500920523,100.25143431822491,1.6303695570603656,0.7459526411523714,0.7180294142658441
80,7708,86.28501933112396,31.54703011240995,95.57556342307726,14,2840,32,50,Cloud,2,47.90220238352934,24.036819032109364,148.94789944272853,2.3128795297597167,G_SOS,696.0387416316082,54.05102266129781,152.09719790269375,1.2749520012754216,0.8660628280717627,0.7071293736767914
81,5776,196.22573134250013,26.941803080522998,12.49996165947909,19,2878,32,100,Fog,3,113.09421932233407,15.027247994775136,44.95864019896754,2.6734871649079945,HMFO,207.2808437722546,26.12922176231053,147.17948404689082,1.998165177850838,0.834331863287168,0.7698480797139581
82,2562,95.73258126235102,88.05392828501193,55.87598439073351,23,7289,16,500,Fog,3,60.55025739985902,13.909571905906386,60.393341911363684,1.8720320090388016,G_SOS,685.9540122695059,23.017597016087564,238.57567120648977,1.723161673165281,0.7352142791575573,0.539283631260934
83,564,110.3501729237315,21.246031169731697,34.689615775809116,18,2610,16,50,Cloud,1,19.449862845685864,11.596887145266008,27.909984728745794,2.8323707260731914,SA-ACO,279.1130718941455,34.82512243140043,152.45024019824223,1.3793545930337612,0.8622051986603942,0.5232150982372852
84,8506,183.78742846874934,45.457513283898656,26.412419960098827,11,4962,8,500,Edge,2,33.171079543593265,8.760759469669038,80.97938082251407,1.7173653991864781,SA-ACO,673.5272637167727,19.872517333594086,179.08464762889292,1.9197652735727948,0.7301853684716978,0.7123093695943987
85,3068,149.10713765583614,22.781445918059966,53.05201493437293,11,7845,4,200,Fog,2,27.98560473437242,27.58523586580459,57.2383085012891,1.5513166194519805,SA-ACO,670.9404760505377,19.780709589144813,100.52878406681668,1.479802277194549,0.7719058467207771,0.5929108784334832
86,5963,124.77262360236024,78.46388381086567,62.57848735287099,12,5236,4,50,Cloud,1,71.02289051594667,22.22445125756693,58.37781428510243,0.6719281659860752,G_SOS,132.59820805009485,9.283105171130822,221.22206495619176,1.420201473994259,0.9233031824069673,0.6272670595478995
87,2527,163.60484264139305,50.0654007975888,5.928361984850719,8,4159,16,50,Fog,1,19.12977444166866,13.221087903324003,56.918759374571906,2.3586256156065524,SA-ACO,586.612130277687,40.856647868668276,117.09681344639475,1.4379465868193684,0.6449380227493058,0.6823533794949217
88,3195,175.58592796207517,38.35865060289714,79.11962435911315,16,4498,4,50,Cloud,2,122.907805145385,22.546938480089942,53.20055400955916,2.1069657491259095,G_SOS,380.4606200812181,55.200170055644115,232.34986943205737,1.5888229043129025,0.7643284646400654,0.785229605639695
89,5758,102.23985291270803,39.30446585951435,82.88880246964753,25,3131,32,100,Cloud,3,137.12072660301016,21.55799067805703,67.76584999806425,1.4362059855181812,SA-ACO,492.2644799957545,42.689495466233,210.26639200845568,1.2267630067237594,0.6349251651986139,0.7620346790966067
90,6118,105.51950568773037,85.96034963868304,96.72352833395364,24,4314,4,200,Edge,3,44.77518508832435,8.020125054373382,103.55387718901314,0.3526153695038481,SA-ACO,551.762027230692,36.225559596813284,183.45850131750956,1.7211617033897895,0.6147208269145434,0.7201956520118529
91,7236,89.48916841733045,57.60852565797162,22.16115465634602,8,6225,16,50,Edge,2,77.97136594947341,5.283969027359392,87.22219572893832,0.46453690427517913,SA-ACO,120.44165597843569,44.1483742330476,212.3629147499826,1.9582071105516665,0.9671084250843374,0.6292135108185797
92,891,194.0071052033229,73.19744585747004,61.48249342429006,24,6723,16,500,Cloud,2,82.66882901551966,25.088975740962702,25.468748602228086,0.43193746826725565,SA-ACO,566.9197915087084,58.15479642628743,218.93353725630652,1.85242711354105,0.813761730904146,0.737810915116885
93,6392,145.48992577226306,90.21865904381504,45.529410480257475,14,2378,16,100,Edge,2,147.9001703041125,24.342186390553113,85.26687752036231,1.1892379934586685,G_SOS,238.44974013485862,23.50715582020282,212.76115678685878,1.8488589482244098,0.9712992875002489,0.5539524631060236
94,4061,34.980151917453014,90.66545922386099,36.80864589775831,23,7164,8,200,Cloud,3,19.186740974120788,29.90588016200132,154.63591199457662,0.5610349647357259,SA-ACO,522.8287663064234,28.687980674873693,199.1345309838083,1.8192465450677893,0.9263712845852353,0.742287150063987
95,6684,175.33273219634333,36.208360162096994,58.735177886562944,18,4077,32,200,Cloud,1,103.50353148400535,0.5808988978443352,31.61617938209038,2.596442087863299,SA-ACO,417.7621308107093,20.74201319900235,232.10349481699606,1.485408822064472,0.9744080490123194,0.642575985325638
96,3599,106.50078935052825,95.48286999890661,79.32639385623727,24,4014,8,200,Cloud,1,58.40709764979886,16.211420603920836,170.8196638897231,2.708103749399729,G_SOS,491.24826866552087,5.919658171519042,163.4534026760789,1.3523452293365141,0.9551557413593974,0.5784698650070752
97,6778,32.37570315604774,7.3632087913875175,7.190014427294961,21,6340,16,200,Cloud,2,80.25286969577168,21.039682527188265,65.91741117622291,2.5846302874145035,HMFO,450.34555933905375,24.108460160705754,184.92504858149812,1.4514805991645126,0.9341164029840276,0.6391017496142339
98,8892,118.94910592939598,40.799378296535735,97.09301069378775,22,4892,16,100,Cloud,2,40.38483989735188,17.476201865769408,17.39837885124794,1.8656793214624474,G_SOS,574.4983999556226,8.938855508568684,245.4070322222257,1.3382359475152144,0.8752122539977529,0.7366062364412996
99,3604,95.08957021562637,90.10089146333995,81.93875064204252,4,6206,4,200,Edge,3,32.43391922467103,21.31326080413673,56.77067054561233,1.8294306555824533,HMFO,630.198772385988,52.211932033595275,155.83699987244296,1.88074778855373,0.8791720324029628,0.6972205367457115
100,7715,177.99489287527248,31.09050358261338,76.35960184632995,17,2715,16,500,Cloud,2,44.09914181693113,4.117836441232916,26.493837391526064,2.6836798507799005,HMFO,335.30557788219534,44.3585056579626,212.63754800917496,1.536824407506562,0.9582251295674266,0.541090304848565
101,2954,56.719028649689726,30.942737780525245,77.23680130714783,13,1452,16,500,Cloud,1,19.976674996135298,0.04548084510230366,108.45292209935089,1.278293665925036,HMFO,297.61717047306354,21.72172750775282,158.7707956875078,1.8495756941708852,0.9712636364604523,0.7074424665558909
